player_id,player,nfl_team,nfl_season,nfl_targets,nfl_contested_targets,nfl_contested_receptions,nfl_cc_rate,nfl_receptions,nfl_rec_yards,nfl_rec_tds,nfl_yac,nfl_yac_per_rec
8642,Mike Evans,Buccaneers,2025,69,26,12,0.4615384615384615,32,409,3,36,1.1
8647,Odell Beckham Jr.,Ravens,2023,70,10,4,0.4,37,577,3,167,4.5
8647,Odell Beckham Jr.,Dolphins,2024,18,6,1,0.1666666666666666,9,55,0,15,1.7
8655,Brandin Cooks,Texans,2022,97,21,13,0.6190476190476191,60,783,3,211,3.5
8655,Brandin Cooks,Cowboys,2023,87,18,9,0.5,56,667,8,133,2.4
8655,Brandin Cooks,Cowboys,2024,55,14,4,0.2857142857142857,27,266,3,57,2.1
8655,Brandin Cooks,Bills,2025,36,13,10,0.7692307692307693,24,279,0,42,1.8
8688,Davante Adams,Raiders,2022,178,38,15,0.3947368421052631,104,1560,14,516,5.0
8688,Davante Adams,Raiders,2023,176,36,12,0.3333333333333333,104,1155,8,336,3.2
8688,Davante Adams,Jets,2024,145,29,13,0.4482758620689655,88,1112,8,473,5.4
8688,Davante Adams,Rams,2025,118,32,11,0.34375,62,826,14,121,1.9
8696,Allen Robinson II,Rams,2022,52,16,8,0.5,33,339,3,71,2.1
8696,Allen Robinson II,Steelers,2023,48,7,4,0.5714285714285714,35,288,0,81,2.3
8696,Allen Robinson II,Lions,2024,7,3,1,0.3333333333333333,3,30,0,3,1.0
8698,Jarvis Landry,Saints,2022,39,6,3,0.5,27,285,1,64,2.4
8726,John Brown,Bills,2022,2,1,0,0.0,1,42,1,0,0.0
8999,Willie Snead IV,49ers,2022,0,0,0,,0,0,0,0,0.0
8999,Willie Snead IV,49ers,2023,3,0,0,,2,14,0,3,1.5
9437,Amari Cooper,Browns,2022,136,28,16,0.5714285714285714,80,1211,9,319,4.0
9437,Amari Cooper,Browns,2023,136,32,16,0.5,73,1252,5,277,3.8
9437,Amari Cooper,Bills,2024,89,18,11,0.6111111111111112,46,646,4,179,3.9
9440,Kevin White,Saints,2022,5,2,0,0.0,2,74,0,68,34.0
9447,DeVante Parker,Patriots,2022,50,19,10,0.5263157894736842,31,539,3,105,3.4
9447,DeVante Parker,Patriots,2023,58,21,11,0.5238095238095238,34,402,0,132,3.9
9453,Nelson Agholor,Patriots,2022,52,7,2,0.2857142857142857,31,362,2,145,4.7
9453,Nelson Agholor,Ravens,2023,48,9,4,0.4444444444444444,36,389,4,150,4.2
9453,Nelson Agholor,Ravens,2024,30,12,3,0.25,16,282,2,89,5.6
9459,Breshad Perriman,Buccaneers,2022,19,7,0,0.0,9,110,1,53,5.9
9462,Phillip Dorsett,Texans,2022,43,4,2,0.5,21,263,1,57,2.7
9462,Phillip Dorsett,Broncos,2023,3,2,0,0.0,0,0,0,0,0.0
9502,Tyler Lockett,Seahawks,2022,115,15,5,0.3333333333333333,85,1040,9,276,3.3
9502,Tyler Lockett,Seahawks,2023,131,29,9,0.3103448275862069,84,924,5,237,2.8
9502,Tyler Lockett,Seahawks,2024,78,15,6,0.4,50,614,2,134,2.7
9502,Tyler Lockett,Raiders,2025,59,12,3,0.25,33,297,1,86,2.6
9509,Chris Conley,Titans,2022,7,3,2,0.6666666666666666,4,46,0,3,0.8
9509,Chris Conley,49ers,2023,5,1,0,0.0,3,69,0,29,9.7
9509,Chris Conley,49ers,2024,12,2,0,0.0,6,76,0,21,3.5
9527,Ty Montgomery,Patriots,2023,11,3,2,0.6666666666666666,5,40,0,30,6.0
9538,Jamison Crowder,Bills,2022,12,4,1,0.25,6,60,0,30,5.0
9538,Jamison Crowder,Commanders,2023,20,2,2,1.0,16,159,1,82,5.1
9538,Jamison Crowder,Commanders,2024,13,2,1,0.5,9,72,2,9,1.0
9579,Stefon Diggs,Bills,2022,163,30,12,0.4,113,1532,11,441,3.9
9579,Stefon Diggs,Bills,2023,165,31,12,0.3870967741935484,110,1198,8,407,3.7
9579,Stefon Diggs,Texans,2024,65,6,3,0.5,49,518,3,190,3.9
9579,Stefon Diggs,Patriots,2025,107,14,11,0.7857142857142857,86,1064,4,365,4.2
9859,DeAndre Carter,Chargers,2022,66,10,3,0.3,46,538,3,206,4.5
9859,DeAndre Carter,Raiders,2023,7,0,0,,4,39,0,49,12.3
9859,DeAndre Carter,Bears,2024,17,3,0,0.0,9,72,0,32,3.6
9883,Jake Kumerow,Bills,2022,7,1,1,1.0,4,64,0,19,4.8
9964,Damiere Byrd,Falcons,2022,22,5,1,0.2,13,268,2,104,8.0
9964,Damiere Byrd,Falcons,2023,2,1,0,0.0,0,0,0,0,0.0
10657,Laquon Treadwell,Seahawks,2022,9,1,0,0.0,6,42,0,12,2.0
10657,Laquon Treadwell,Ravens,2023,3,1,1,1.0,1,16,0,0,0.0
10657,Laquon Treadwell,Colts,2024,0,0,0,,0,0,0,0,0.0
10657,Laquon Treadwell,Colts,2025,0,0,0,,0,0,0,0,0.0
10674,Sterling Shepard,Giants,2022,23,5,2,0.4,13,154,1,52,4.0
10674,Sterling Shepard,Giants,2023,22,5,0,0.0,11,63,1,33,3.0
10674,Sterling Shepard,Buccaneers,2024,52,12,9,0.75,33,336,1,94,2.9
10674,Sterling Shepard,Buccaneers,2025,59,13,5,0.3846153846153846,40,385,1,157,3.9
10681,Michael Thomas,Saints,2022,25,11,9,0.8181818181818182,18,194,3,26,1.4
10681,Michael Thomas,Saints,2023,66,19,8,0.4210526315789473,39,448,1,106,2.7
10689,Tyler Boyd,Bengals,2022,88,17,10,0.5882352941176471,61,782,6,252,4.1
10689,Tyler Boyd,Bengals,2023,96,15,6,0.4,69,687,2,303,4.4
10689,Tyler Boyd,Titans,2024,59,13,6,0.4615384615384615,39,390,0,199,5.1
10741,Chris Moore,Texans,2022,76,14,6,0.4285714285714285,49,554,2,268,5.5
10741,Chris Moore,Titans,2023,39,12,5,0.4166666666666667,23,451,0,82,3.6
10741,Chris Moore,Cardinals,2024,0,0,0,,0,0,0,0,0.0
10741,Chris Moore,Commanders,2025,23,8,3,0.375,11,207,1,55,5.0
10751,Pharoh Cooper,Cardinals,2022,2,0,0,,2,6,0,12,6.0
10760,Demarcus Robinson,Ravens,2022,76,8,4,0.5,48,458,2,150,3.1
10760,Demarcus Robinson,Rams,2023,40,7,6,0.8571428571428571,26,371,4,91,3.5
10760,Demarcus Robinson,Rams,2024,69,16,8,0.5,33,568,7,82,2.5
10760,Demarcus Robinson,49ers,2025,32,8,6,0.75,23,279,1,38,1.6
10799,Tyreek Hill,Dolphins,2022,181,26,13,0.5,124,1754,7,537,4.3
10799,Tyreek Hill,Dolphins,2023,174,21,7,0.3333333333333333,123,1841,13,666,5.4
10799,Tyreek Hill,Dolphins,2024,127,26,10,0.3846153846153846,84,1001,6,291,3.5
10799,Tyreek Hill,Dolphins,2025,31,3,3,1.0,22,279,1,66,3.0
10806,Rashard Higgins,Panthers,2022,0,0,0,,0,0,0,0,0.0
10840,Mike Thomas,Bengals,2022,11,2,0,0.0,3,40,0,24,8.0
11028,Kalif Raymond,Lions,2022,65,8,3,0.375,47,616,0,227,4.8
11028,Kalif Raymond,Lions,2023,43,2,0,0.0,35,489,1,214,6.1
11028,Kalif Raymond,Lions,2024,23,2,1,0.5,17,215,2,137,8.1
11028,Kalif Raymond,Lions,2025,30,3,3,1.0,24,289,1,164,6.8
11074,Marcus Johnson,Giants,2022,22,4,1,0.25,9,99,0,37,4.1
11107,Alex Erickson,Chargers,2023,28,5,2,0.4,16,237,1,62,3.9
11107,Alex Erickson,Patriots,2024,0,0,0,,0,0,0,0,0.0
11254,Robbie Chosen,Cardinals,2022,44,9,2,0.2222222222222222,20,282,1,97,4.8
11254,Robbie Chosen,Dolphins,2023,6,0,0,,4,126,1,30,7.5
11254,Robbie Chosen,Dolphins,2024,4,1,0,0.0,1,5,0,1,1.0
11254,Robbie Chosen,Commanders,2025,11,4,1,0.25,5,53,0,6,1.2
11760,Corey Davis,Jets,2022,59,19,9,0.4736842105263157,33,546,2,120,3.6
11762,Mike Williams,Chargers,2022,90,26,15,0.5769230769230769,63,895,4,321,5.1
11762,Mike Williams,Chargers,2023,25,7,5,0.7142857142857143,19,249,1,105,5.5
11762,Mike Williams,Steelers,2024,41,14,9,0.6428571428571429,23,328,1,34,1.5
11764,John Ross,Eagles,2024,2,0,0,,1,6,0,2,2.0
11792,Zay Jones,Jaguars,2022,120,12,5,0.4166666666666667,83,825,5,299,3.6
11792,Zay Jones,Jaguars,2023,65,14,5,0.3571428571428571,34,321,2,61,1.8
11792,Zay Jones,Cardinals,2024,15,3,0,0.0,8,84,0,19,2.4
11792,Zay Jones,Cardinals,2025,17,3,1,0.3333333333333333,12,183,0,33,2.8
11795,Curtis Samuel,Commanders,2022,94,20,8,0.4,68,696,4,308,4.5
11795,Curtis Samuel,Commanders,2023,90,18,9,0.5,63,613,4,267,4.2
11795,Curtis Samuel,Bills,2024,46,8,3,0.375,32,262,1,176,5.5
11795,Curtis Samuel,Bills,2025,9,1,1,1.0,7,81,1,27,3.9
11817,JuJu Smith-Schuster,Chiefs,2022,99,13,5,0.3846153846153846,79,939,3,463,5.9
11817,JuJu Smith-Schuster,Patriots,2023,46,13,8,0.6153846153846154,29,260,1,95,3.3
11817,JuJu Smith-Schuster,Chiefs,2024,29,6,1,0.1666666666666666,19,251,2,159,8.4
11817,JuJu Smith-Schuster,Chiefs,2025,46,8,3,0.375,34,359,1,194,5.7
11824,Cooper Kupp,Rams,2022,99,13,7,0.5384615384615384,75,812,6,419,5.6
11824,Cooper Kupp,Rams,2023,98,10,5,0.5,62,757,5,337,5.4
11824,Cooper Kupp,Rams,2024,102,19,8,0.4210526315789473,67,710,6,266,4.0
11824,Cooper Kupp,Seahawks,2025,73,12,6,0.5,49,598,2,290,5.9
11839,Chris Godwin,Buccaneers,2022,144,28,16,0.5714285714285714,108,1075,3,525,4.9
11839,Chris Godwin,Buccaneers,2023,133,27,16,0.5925925925925926,88,1048,2,391,4.4
11839,Chris Godwin,Buccaneers,2024,64,9,4,0.4444444444444444,52,591,5,348,6.7
11839,Chris Godwin,Buccaneers,2025,51,14,7,0.5,35,371,2,209,6.0
11851,Kenny Golladay,Giants,2022,18,7,1,0.1428571428571428,7,101,1,11,1.6
11872,Josh Reynolds,Lions,2022,60,11,6,0.5454545454545454,39,499,3,117,3.0
11872,Josh Reynolds,Lions,2023,66,14,8,0.5714285714285714,40,608,5,180,4.5
11872,Josh Reynolds,Jaguars,2024,24,8,3,0.375,13,194,1,42,3.2
11872,Josh Reynolds,Jets,2025,23,8,2,0.25,13,110,0,15,1.1
11873,Mack Hollins,Raiders,2022,91,16,6,0.375,57,690,4,206,3.6
11873,Mack Hollins,Falcons,2023,29,5,3,0.6,18,251,0,59,3.3
11873,Mack Hollins,Bills,2024,53,10,5,0.5,31,378,5,93,3.0
11873,Mack Hollins,Patriots,2025,66,14,8,0.5714285714285714,47,558,2,115,2.5
11920,Jamal Agnew,Jaguars,2022,32,2,1,0.5,24,189,3,138,5.8
11920,Jamal Agnew,Jaguars,2023,21,3,2,0.6666666666666666,14,225,1,81,5.8
11927,Isaiah McKenzie,Bills,2022,65,11,4,0.3636363636363636,42,423,4,129,3.1
11927,Isaiah McKenzie,Colts,2023,16,3,1,0.3333333333333333,11,82,0,74,6.7
11932,Trent Taylor,Bengals,2022,11,2,0,0.0,6,62,0,42,7.0
11932,Trent Taylor,Bears,2023,2,1,0,0.0,1,16,0,10,10.0
11932,Trent Taylor,49ers,2024,1,0,0,,1,11,0,2,2.0
11981,David Moore,Buccaneers,2023,7,1,0,0.0,5,94,1,63,12.6
11981,David Moore,Panthers,2024,58,19,8,0.4210526315789473,33,358,3,65,2.0
11981,David Moore,Panthers,2025,1,0,0,,1,5,0,0,0.0
11993,Noah Brown,Cowboys,2022,79,23,9,0.391304347826087,44,560,3,127,2.9
11993,Noah Brown,Texans,2023,64,10,2,0.2,37,631,2,239,6.5
11993,Noah Brown,Commanders,2024,61,15,6,0.4,36,468,1,88,2.4
11993,Noah Brown,Commanders,2025,12,5,2,0.4,6,102,0,24,4.0
12052,Cody Hollister,Titans,2022,5,1,1,1.0,3,54,0,8,2.7
12087,Tim Patrick,Lions,2024,47,3,1,0.3333333333333333,34,396,3,141,4.2
12087,Tim Patrick,Jaguars,2025,26,8,3,0.375,16,195,3,64,4.0
12088,C.J. Board,Titans,2022,1,0,0,,1,6,0,0,0.0
12137,Marcus Kemp,Chiefs,2022,0,0,0,,0,0,0,0,0.0
12170,Tanner Gentry,Bills,2022,1,0,0,,0,0,0,0,0.0
12270,Kendrick Bourne,Patriots,2022,50,6,3,0.5,38,456,1,145,3.8
12270,Kendrick Bourne,Patriots,2023,57,5,0,0.0,38,417,4,207,5.5
12270,Kendrick Bourne,Patriots,2024,42,12,6,0.5,31,338,1,113,3.6
12270,Kendrick Bourne,49ers,2025,51,11,6,0.5454545454545454,37,551,0,167,4.5
12303,Zach Pascal,Eagles,2022,19,3,2,0.6666666666666666,15,150,1,89,5.9
12303,Zach Pascal,Cardinals,2023,13,5,1,0.2,4,19,0,14,3.5
12303,Zach Pascal,Cardinals,2024,0,0,0,,0,0,0,0,0.0
13534,Penny Hart,Seahawks,2022,5,2,1,0.5,3,20,0,12,4.0
23226,Kwamie Lassiter II,Bengals,2022,0,0,0,,0,0,0,0,0.0
23226,Kwamie Lassiter II,Bengals,2023,1,0,0,,1,2,0,4,4.0
23503,K.J. Osborn,Vikings,2022,89,11,4,0.3636363636363636,63,675,5,307,4.9
23503,K.J. Osborn,Vikings,2023,76,13,3,0.2307692307692307,48,540,3,186,3.9
23503,K.J. Osborn,Commanders,2024,17,5,2,0.4,7,57,1,15,2.1
25276,Samori Toure,Packers,2022,10,0,0,,5,82,1,10,2.0
25276,Samori Toure,Packers,2023,19,5,1,0.2,9,80,0,19,2.1
25276,Samori Toure,Saints,2025,3,0,0,,1,3,0,0,0.0
25578,Darius Slayton,Giants,2022,77,17,8,0.4705882352941176,47,731,2,269,5.7
25578,Darius Slayton,Giants,2023,79,11,2,0.1818181818181818,50,770,4,302,6.0
25578,Darius Slayton,Giants,2024,79,22,13,0.5909090909090909,41,640,2,183,4.5
25578,Darius Slayton,Giants,2025,68,12,4,0.3333333333333333,41,681,1,272,6.6
26075,Michael Gallup,Cowboys,2022,76,20,8,0.4,39,424,4,110,2.8
26075,Michael Gallup,Cowboys,2023,62,21,7,0.3333333333333333,34,418,2,104,3.1
26104,KhaDarel Hodge,Falcons,2022,20,5,2,0.4,14,204,1,61,4.4
26104,KhaDarel Hodge,Falcons,2023,24,2,1,0.5,14,232,0,85,6.1
26104,KhaDarel Hodge,Falcons,2024,12,3,2,0.6666666666666666,7,131,1,89,12.7
26104,KhaDarel Hodge,Falcons,2025,10,2,0,0.0,3,31,0,9,3.0
26448,Freddie Swain,Broncos,2022,6,0,0,,4,74,0,29,7.3
27948,Ben Skowronek,Rams,2022,59,6,2,0.3333333333333333,39,376,0,143,3.7
27948,Ben Skowronek,Rams,2023,13,2,0,0.0,8,66,1,31,3.9
27948,Ben Skowronek,Steelers,2024,5,0,0,,5,69,0,29,5.8
27948,Ben Skowronek,Steelers,2025,6,0,0,,4,69,1,25,6.3
28304,Irvin Charles,Jets,2023,0,0,0,,0,0,0,0,0.0
28304,Irvin Charles,Jets,2024,0,0,0,,0,0,0,0,0.0
28486,Bryan Edwards,Falcons,2022,5,1,0,0.0,3,15,0,11,3.7
28729,Kristian Wilkerson,Raiders,2023,0,0,0,,0,0,0,0,0.0
28729,Kristian Wilkerson,Raiders,2024,3,0,0,,2,18,1,12,6.0
28991,Richie James,Giants,2022,70,10,6,0.6,59,581,4,195,3.3
28991,Richie James,Chiefs,2023,14,3,1,0.3333333333333333,10,114,0,64,6.4
29049,Michael Pittman Jr.,Colts,2022,145,32,16,0.5,103,952,4,356,3.5
29049,Michael Pittman Jr.,Colts,2023,161,31,15,0.4838709677419355,114,1193,4,528,4.6
29049,Michael Pittman Jr.,Colts,2024,110,29,15,0.5172413793103449,70,804,3,260,3.7
29049,Michael Pittman Jr.,Colts,2025,118,16,7,0.4375,86,846,7,290,3.4
29557,Lucky Jackson,Vikings,2023,0,0,0,,0,0,0,0,0.0
29573,D'Wayne Eskridge,Seahawks,2022,13,1,0,0.0,7,58,0,45,6.4
29573,D'Wayne Eskridge,Seahawks,2023,1,0,0,,0,0,0,0,0.0
29573,D'Wayne Eskridge,Dolphins,2024,3,0,0,,3,44,0,29,9.7
29573,D'Wayne Eskridge,Dolphins,2025,6,2,2,1.0,4,62,0,8,2.0
29614,Quintez Cephus,Lions,2022,3,0,0,,2,15,0,4,2.0
32933,Britain Covey,Eagles,2022,0,0,0,,0,0,0,0,0.0
32933,Britain Covey,Eagles,2023,6,1,0,0.0,4,42,0,26,6.5
32933,Britain Covey,Eagles,2024,10,1,1,1.0,9,55,0,47,5.2
32933,Britain Covey,Eagles,2025,4,1,0,0.0,2,20,0,19,9.5
33441,Diontae Johnson,Steelers,2022,157,24,9,0.375,92,924,0,244,2.6
33441,Diontae Johnson,Steelers,2023,93,17,6,0.3529411764705882,53,737,5,282,5.3
33441,Diontae Johnson,Texans,2024,68,15,7,0.4666666666666667,33,375,3,97,2.9
33465,Maurice Alexander,Lions,2022,1,0,0,,1,7,0,5,5.0
33465,Maurice Alexander,Bears,2025,0,0,0,,0,0,0,0,0.0
34045,Kendall Hinton,Broncos,2022,33,1,0,0.0,24,311,0,135,5.6
34061,Dan Chisena,Panthers,2024,4,1,1,1.0,3,37,0,10,3.3
34164,Jalen Guyton,Chargers,2022,4,2,1,0.5,2,64,0,8,4.0
34164,Jalen Guyton,Chargers,2023,22,7,2,0.2857142857142857,10,89,1,32,3.2
34255,Jacob Harris,Rams,2022,1,0,0,,1,6,0,3,3.0
34255,Jacob Harris,Jaguars,2023,0,0,0,,0,0,0,0,0.0
34427,Tyron Johnson,Texans,2022,1,0,0,,1,8,0,10,10.0
34579,David Sills V,Giants,2022,18,1,1,1.0,12,123,0,41,3.4
34579,David Sills V,Broncos,2023,0,0,0,,0,0,0,0,0.0
34579,David Sills V,Falcons,2025,38,5,2,0.4,18,191,2,59,3.3
35096,Kirk Merritt,Saints,2022,1,0,0,,0,0,0,0,0.0
35096,Kirk Merritt,Saints,2023,0,0,0,,0,0,0,0,0.0
38275,Juwann Winfree,Packers,2022,5,0,0,,2,20,0,6,3.0
38275,Juwann Winfree,Colts,2023,1,0,0,,0,0,0,0,0.0
38855,Preston Williams,Panthers,2022,0,0,0,,0,0,0,0,0.0
40006,Devin Duvernay,Ravens,2022,50,5,3,0.6,37,407,3,160,4.3
40006,Devin Duvernay,Ravens,2023,9,3,0,0.0,4,18,0,18,4.5
40006,Devin Duvernay,Jaguars,2024,16,3,3,1.0,11,79,0,65,5.9
40006,Devin Duvernay,Bears,2025,6,3,2,0.6666666666666666,3,30,0,0,0.0
40408,Kendric Pryor,Bengals,2024,1,1,1,1.0,1,9,0,0,0.0
40568,Demetric Felton Jr.,Browns,2022,5,0,0,,2,8,0,11,5.5
40573,Velus Jones Jr.,Bears,2022,12,3,1,0.3333333333333333,7,107,1,42,6.0
40573,Velus Jones Jr.,Bears,2023,8,2,0,0.0,4,20,0,14,3.5
40666,Brandon Johnson,Broncos,2022,12,3,1,0.3333333333333333,6,42,1,13,2.2
40666,Brandon Johnson,Broncos,2023,32,8,3,0.375,20,286,4,95,4.8
40666,Brandon Johnson,Steelers,2024,1,0,0,,1,9,0,5,5.0
40689,Cornell Powell,Chiefs,2022,0,0,0,,0,0,0,0,0.0
40986,Jalen Camp,Texans,2022,1,1,1,1.0,1,7,0,0,0.0
40988,Frank Darby,Falcons,2022,1,0,0,,1,15,0,0,0.0
41247,Trishton Jackson,Vikings,2023,5,3,1,0.3333333333333333,3,11,0,7,2.3
41247,Trishton Jackson,Vikings,2024,0,0,0,,0,0,0,0,0.0
41406,Javon Wims,Cardinals,2022,0,0,0,,0,0,0,0,0.0
41991,Jalen Virgil,Broncos,2022,4,0,0,,2,75,1,43,21.5
41991,Jalen Virgil,Bills,2024,0,0,0,,0,0,0,0,0.0
42109,Cade Johnson,Seahawks,2022,4,1,0,0.0,2,21,0,7,3.5
42134,Tyrie Cleveland,Broncos,2022,7,0,0,,2,28,0,17,8.5
42198,Binjimen Victor,Ravens,2022,0,0,0,,0,0,0,0,0.0
42237,Greg Dortch,Cardinals,2022,64,11,4,0.3636363636363636,52,462,2,309,5.9
42237,Greg Dortch,Cardinals,2023,42,8,2,0.25,25,292,2,156,6.2
42237,Greg Dortch,Cardinals,2024,48,8,4,0.5,38,352,3,310,8.2
42237,Greg Dortch,Cardinals,2025,36,4,2,0.5,31,217,3,214,6.9
42247,Lil'Jordan Humphrey,Patriots,2022,3,0,0,,2,20,0,15,7.5
42247,Lil'Jordan Humphrey,Broncos,2023,20,2,1,0.5,13,162,3,98,7.5
42247,Lil'Jordan Humphrey,Broncos,2024,44,4,1,0.25,31,293,1,192,6.2
42247,Lil'Jordan Humphrey,Broncos,2025,24,5,2,0.4,13,156,1,33,2.5
42295,Marquez Callaway,Saints,2022,33,10,4,0.4,16,158,1,39,2.4
42295,Marquez Callaway,Saints,2023,0,0,0,,0,0,0,0,0.0
42295,Marquez Callaway,Buccaneers,2024,0,0,0,,0,0,0,0,0.0
42312,Chase Claypool,Bears,2022,80,20,9,0.45,46,451,1,142,3.1
42312,Chase Claypool,Dolphins,2023,19,5,0,0.0,8,77,1,26,3.3
42345,Byron Pringle,Bears,2022,15,3,3,1.0,10,135,2,15,1.5
42345,Byron Pringle,Commanders,2023,22,3,2,0.6666666666666666,14,161,0,34,2.4
42349,Dez Fitzpatrick,Titans,2022,0,0,0,,0,0,0,0,0.0
42349,Dez Fitzpatrick,Chargers,2024,0,0,0,,0,0,0,0,0.0
42683,Mecole Hardman Jr.,Chiefs,2022,38,4,2,0.5,25,297,4,164,6.6
42683,Mecole Hardman Jr.,Chiefs,2023,22,3,1,0.3333333333333333,15,124,0,108,7.2
42683,Mecole Hardman Jr.,Chiefs,2024,14,0,0,,12,90,0,101,8.4
42683,Mecole Hardman Jr.,Bills,2025,1,1,0,0.0,0,0,0,0,0.0
44771,Russell Gage,Buccaneers,2022,75,10,7,0.7,54,440,5,181,3.4
44771,Russell Gage,49ers,2025,1,0,0,,0,0,0,0,0.0
44920,Olamide Zaccheaus,Falcons,2022,65,6,2,0.3333333333333333,40,533,3,202,5.0
44920,Olamide Zaccheaus,Eagles,2023,19,5,2,0.4,11,179,2,54,4.9
44920,Olamide Zaccheaus,Commanders,2024,68,8,4,0.5,49,549,3,327,6.7
44920,Olamide Zaccheaus,Bears,2025,65,11,7,0.6363636363636364,39,313,2,144,3.7
47417,River Cracraft,Dolphins,2022,15,3,1,0.3333333333333333,10,134,2,48,4.8
47417,River Cracraft,Dolphins,2023,12,1,0,0.0,9,121,1,52,5.8
47417,River Cracraft,Dolphins,2024,8,2,1,0.5,7,66,0,12,1.7
47417,River Cracraft,Commanders,2025,0,0,0,,0,0,0,0,0.0
47447,Van Jefferson,Rams,2022,49,9,3,0.3333333333333333,26,392,3,38,1.5
47447,Van Jefferson,Falcons,2023,44,9,4,0.4444444444444444,21,220,0,23,1.1
47447,Van Jefferson,Steelers,2024,43,7,3,0.4285714285714285,25,283,2,81,3.2
47447,Van Jefferson,Titans,2025,55,11,6,0.5454545454545454,31,388,1,113,3.6
47448,Andy Isabella,Ravens,2022,5,1,0,0.0,2,21,0,5,2.5
47448,Andy Isabella,Bills,2023,0,0,0,,0,0,0,0,0.0
47468,Jakobi Meyers,Patriots,2022,105,25,13,0.52,70,826,6,248,3.5
47468,Jakobi Meyers,Raiders,2023,113,23,12,0.5217391304347826,72,857,8,246,3.4
47468,Jakobi Meyers,Raiders,2024,135,26,17,0.6538461538461539,92,1075,4,328,3.6
47468,Jakobi Meyers,Jaguars,2025,109,24,12,0.5,75,835,3,290,3.9
47481,Scott Miller,Buccaneers,2022,42,14,5,0.3571428571428571,23,185,0,36,1.6
47481,Scott Miller,Falcons,2023,17,5,3,0.6,11,161,2,81,7.4
47481,Scott Miller,Steelers,2024,9,2,1,0.5,5,69,0,35,7.0
47481,Scott Miller,Steelers,2025,13,1,1,1.0,10,88,0,42,4.2
